Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
1999-01-22,0.03761516138911247,0.044779427094391526,0.03558473543791674,0.04012247007074725,2714688000
1999-01-25,0.04155588895082474,0.042032771837878215,0.03761517374241624,0.040600285148597245,510480000
1999-01-26,0.038331400603055954,0.042869134774733905,0.03773437652871796,0.04203275376215088,343200000
1999-01-27,0.038212183862924576,0.03940622877138542,0.03630098021475486,0.03845062523909648,244368000
1999-01-28,0.038092050701379776,0.03845063011672153,0.03785360929496057,0.038212188710302325,227520000
1999-01-29,0.03630096837878227,0.03821217140380204,0.03630096837878227,0.03809203344929062,244032000
1999-02-01,0.037018146365880966,0.037256587789791316,0.03630098748258945,0.03630098748258945,154704000
1999-02-02,0.03415224701166153,0.03725657993820071,0.03307742451081216,0.036300979832385574,264096000
1999-02-03,0.03486848622560501,0.03534628793298967,0.0334350845198588,0.03367444488039495,75120000
1999-02-04,0.03677878901362419,0.03773438931223185,0.03486849718115877,0.03534629903866701,181920000
1999-02-05,0.03785361349582672,0.038212192950962405,0.03642112687050448,0.03737581161604622,136848000
1999-02-08,0.03654034808278084,0.03821219525584542,0.03654034808278084,0.03809205722634387,154080000
1999-02-09,0.03510694578289986,0.03749503631247492,0.03462914387416986,0.037256591448738184,86976000
1999-02-10,0.034749262034893036,0.03606252556424653,0.034152238035658956,0.03510692570958526,148224000
1999-02-11,0.037734370678663254,0.03916685652983731,0.03486847996279255,0.03486847996279255,132240000
1999-02-12,0.03988403081893921,0.04012247219679348,0.03821218413253786,0.03821218413253786,109728000
1999-02-16,0.04012247174978256,0.04227212018175003,0.0360625352748423,0.04060027351397499,211008000
1999-02-17,0.037972815334796906,0.03964466165109999,0.037256572345982356,0.039166859987355716,67728000
1999-02-18,0.038569848984479904,0.03964467153424577,0.03749502643471403,0.039166869751388785,70704000
1999-02-19,0.03988403081893921,0.04060027396630917,0.037734382363022165,0.03821218413253786,75360000
1999-02-22,0.04012247174978256,0.04107807527816742,0.037972823317815096,0.04060027351397499,205248000
1999-02-23,0.04203275963664055,0.042869140766116025,0.03868998532730286,0.041078075125598426,138096000
1999-02-24,0.04537644982337952,0.050153544687166145,0.04430162739388296,0.04824234118600425,612768000
1999-02-25,0.043943967670202255,0.04872014737373041,0.04322680550362176,0.04728765765178937,149136000
1999-02-26,0.04191354662179947,0.045854261247046606,0.04155588280123319,0.044421774769750226,172608000
